Opportunity ID,Opportunity Name,Account ID,Account Name,Opportunity Owner,Department,Service Line,Stage,Probability (%),Amount,Currency,Created Date,Expected Close Date,Actual Close Date,Loss Reason,Lead Source,Last Activity Date,Last Modified,source_file,Opp_ID,Created_On,Opp_Name,Acct_ID,Owner_Email,Business_Unit,Offering,Sales_Stage,Win_Probability,Deal_Value,Deal_Currency,Close_Date_Expected,Close_Date_Actual,Lost_Reason,Source,Last_Activity,Forecast_Category,Modified_At,crm_version
OPP-1504,Stellaris Assurance - AI & GenAI Solutions,ACC-10601,STELLARIS ASSURANCE LTD,Niamh Walsh,Data & AI,AI & GenAI Solutions,Closed Lost,0,170 500,GBP,2025-02-16,2025-07-09,2025-06-12,Timing / Postponed,Partner Referral,2025-06-12,2025-06-12 19:14:36,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1479,Alpenkraft Industries - Cloud Migration,ACC-10484,Alpenkraft Industries Ltd,Oliver Hughes,Cloud & Infrastructure,Cloud Migration,Lost,,52500,GBP,2025-02-12,2025-05-30,2025-02-24,No Budget,Inbound - Website,2025-02-24,2025-02-24 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1516,Delta Medical - Data Platform Modernisation,ACC-10016,Delta Medical Ltd,Niamh Walsh,Data & AI,Data Platform Modernisation,Won,100%,91100,GBP,2025-02-19,2025-07-10,2025-08-29,,Inbound - Website,2025-08-29,2025-08-29 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1503,Noord Agency - Analytics & BI,ACC-10588,Noord Agency plc,Ethan Clarke,Data and AI,Analytics & BI,Closed - Lost,0,29000,,2025-02-15,2025-08-05,2025-03-17,No Decision / Stalled,Partner Referral,2025-03-17,2025-03-17 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1450,Silverline Medical - Cloud Migration,ACC-10371,Silverline Medical Oy,Freja Nielsen,Cloud & Infrastructure,Cloud Migration,Closed Lost,0,143500,EUR,2025-02-07,2025-05-31,2025-07-10,Scope Reduced / In-house,Outbound - SDR,2025-07-10,2025-07-10 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1493,Harbour Automotive - Data Platform Modernisation,ACC-10353,Harbour Automotive S.L.,Marco Rossi,Data & AI,Data Platform Modernisation,Closed Lost,0,"927,000.00",EUR,2025-02-14,2025-04-24,2025-04-08,No Decision / Stalled,Event / Webinar,2025-04-08,2025-04-08 20:49:45,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1512,Dunmore Connect - Application Support,ACC-10107,DUNMORE CONNECT PLC,Grace Thompson,ERP & Business Apps,Application Support,closed lost,,120900,GBP,2025-02-18,2025-06-04,2025-04-06,,Partner Referral,2025-04-06,2025-04-06 20:15:27,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1462,Alpenkraft Finance - Analytics & BI,ACC-10628,Alpenkraft Finance SA,Hugo Laurent,Data & AI,Analytics & BI,5 - Closed Won,100,38000.00,EUR,2025-02-08,2025-06-06,2025-05-11,,Inbound - Website,2025-05-11,2025-05-11 20:51:03,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1532,Fontaine Automotive - Salesforce Implementation,ACC-10502,Fontaine Automotive Lda,Paolo Conti,ERP & Business Apps,Salesforce Implementation,Closed Lost,0%,"571,000.00",EUR,2025-02-22,2025-07-29,2025-03-27,Not a Fit,Existing Customer (Upsell),2025-03-27,2025-03-27 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1448,Falkner Municipal Services - Security Assessment,ACC-10529,Falkner Municipal Services SA,"Andersson, Sara",Cybersecurity,Security Assessment,Closed Won,100%,"69,000.00",EUR,2025-02-07,2025-07-03,15/07/2025,,Webinar,2025-07-15,2025-07-15 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1427,Hansa Municipal Services - Managed Cloud Services,ACC-10049,Hansa Municipal Services S.L.,Mateo López,Cloud & Infrastructure,Managed Cloud Services,Closed - Lost,0,333500,EUR,2025-02-02,2025-09-14,2025-03-21,No Decision / Stalled,Partner Referral,2025-03-21,2025-03-21 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1510,Moselle Foods - Cloud Migration,ACC-10047,Moselle Foods SA,Lukas Schneider,Cloud & Infrastructure,Cloud Migration,Closed - Lost,0,"CHF 190,900",CHF,2025-02-17,2025-07-02,2025-02-24,No Budget,Partner,2025-02-24,2025-02-24 17:57:16,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1474,Kronberg Municipal Services - Cloud Migration,ACC-10318,Kronberg Municipal Services Oyj,Freja Nielsen,Cloud and Infrastructure,Cloud Migration,Closed Lost,0%,131000,EUR,2025-02-11,2025-07-27,2025-03-08,Not a Fit,Website,08/03/2025,2025-03-08 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1526,Kronberg Connect - AI & GenAI Solutions,ACC-10689,KRONBERG CONNECT LTD,Ethan Clarke,Data & AI,AI & GenAI Solutions,Closed Lost,0,231000.00,GBP,2025-02-20,2025-04-29,2025-02-21,,SDR,2025-02-21,2025-02-21 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1559,Lindholm Brands - Salesforce Implementation,ACC-10490,Lindholm Brands S.A.,Paolo Conti,ERP and Business Applications,Salesforce Implementation,Lost,0,134000,EUR,2025-02-28,2025-07-18,2025-03-04,No Budget,Hyperscaler Co-sell,2025-03-04,2025-03-04 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1550,Harbour Components - Cloud Migration,ACC-10538,Harbour Components SA,L. Schneider,Cloud & Infra,Cloud Migration,closed lost,0%,154000,CHF,2025-02-27,2025-07-16,2025-05-29,No decision,Partner Referral,2025-05-29,2025-05-29 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1482,Quadra Foods - Security Assessment,ACC-10684,Quadra Foods Ltd,"Barker, Tom",Cybersecurity,Security Assessment,5 - Closed Won,100%,8400,GBP,2025-02-12,2025-05-08,2025-05-31,,Hyperscaler Co-sell,2025-05-31,2025-05-31 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1440,Silverline Public Services - Identity & Access Management,ACC-10085,Silverline Public Services GmbH,Felix Wagner,cybersecurity,Identity & Access Management,Lost,0%,122000,EUR,2025-02-05,2025-09-12,2025-06-11,No Decision / Stalled,Existing Customer (Upsell),2025-06-11,2025-06-11 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1458,Fontaine Retail - Analytics & BI,ACC-10128,Fontaine Retail Lda,Marco Rossi,Data&AI,Analytics & BI,Lost,0,126 500,EUR,2025-02-08,2025-06-14,2025-03-04,Not a Fit,Partner Referral,2025-03-04,2025-03-04 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1549,Iberia Precision - Application Support,ACC-10634,Iberia Precision AG,Julia Hoffmann,ERP & Apps,Application Support,Closed Lost,0,"CHF 136,800",CHF,2025-02-27,2025-07-07,2025-03-30,Not a Fit,Inbound - Website,2025-03-30,2025-03-30 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1472,Polaris Assurance - AI & GenAI Solutions,ACC-10387,Polaris Assurance S.A.,Marco Rossi,Data & AI,,5 - Closed Won,100,40000,eur,2025-02-10,2025-06-29,2026-07-21,,Hyperscaler Co-sell,2026-07-21,2026-07-21 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1499,Harbour Automotive - Cloud Migration,ACC-10353,Harbour Automotive S.L.,"López, Mateo",Cloud & Infrastructure,Cloud Migration,Closed Lost,0%,264000,EUR,2025-02-15,2025-04-29,2025-03-06,Not a Fit,Inbound - Website,2025-03-06,2025-03-06 18:40:07,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1527,Arcadia Renewables - Salesforce Implementation,ACC-10625,Arcadia Renewables SA,Camille Bernard,ERP & Business Apps,,Closed Lost,0,308000,EUR,2025-02-20,2025-09-10,2025-07-11,Doing in-house,Event / Webinar,11/07/2025,2025-07-11 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1507,Juniper Biotech - Application Support,ACC-10470,Juniper Biotech S.A.,Lena Fischer,ERP,Application Support,Lost,0,225500,?,2025-02-16,2025-08-15,2025-03-14,No Decision / Stalled,Referral,2025-03-14,2025-03-14 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1429,Ysolde Motorenwerk - AI & GenAI Solutions,ACC-10346,YSOLDE MOTORENWERK ASA,Mikael Lindqvist,Data & AI,AI & GenAI Solutions,Closed Lost,0,2321500,NOK,2025-02-02,2025-05-02,2025-03-17,,Existing Customer,2025-03-17,2025-03-17 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1459,Zephyr Automotive - Managed Cloud Services,ACC-10165,Zephyr Automotive Lda,Mateo López,Cloud & Infrastructure,Managed Cloud Services,Closed Won,100,802000,EUR,2025-02-08,2025-06-02,2025-07-11,,Hyperscaler Co-sell,2025-07-11,2025-07-11 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1441,Elbe Consumer - Managed Cloud Services,ACC-10440,Elbe Consumer SA,Chloé Martin,CLOUD,Managed Cloud Services,Closed Won,100%,276000,,2025-02-06,2025-06-04,2025-12-12,,Partner Referral,2025-12-12,2025-12-12 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1519,Juniper Connect - Managed SOC,ACC-10028,JUNIPER CONNECT NV,Sara Andersson,Cybersecurity,,Lost,0%,1416500,EUR,2025-02-19,2025-06-23,2025-03-04,,Co-sell,2025-03-04,2025-03-04 20:29:17,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1425,Noord Components - Managed Cloud Services,ACC-10460,Noord Components Sp. z o.o.,Tomá? Novák,Cloud & Infrastructure,Managed Cloud Services,Won,100%,686400,PLN,2025-02-02,2025-03-31,2025-06-12,,Inbound - Website,2025-06-12,2025-06-12 22:29:13,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1433,Jadeport Invest - AI & GenAI Solutions,ACC-10720,Jadeport Invest Ltd,Ethan Clarke,Data & AI,AI & GenAI Solutions,closed won,100%,184400,GBP,2025-02-03,2025-08-05,2025-08-13,,Inbound - Website,2025-08-13,2025-08-13 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1555,Tamsin Finance - Analytics & BI,ACC-10224,Tamsin Finance Ltd,Niamh Walsh,Data & AI,Analytics & BI,Closed - Lost,0%,80200,GBP,2025-02-28,2025-09-18,02/04/2025,No Budget,Existing Customer (Upsell),2025-04-02,2025-04-02 22:11:15,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1500,Jadeport Finance - Data Platform Modernisation,ACC-10414,Jadeport Finance Ltd,Niamh Walsh,Data & AI,Data Platform Modernisation,Closed Lost,0,99500,GBP,2025-02-15,2025-06-02,2025-04-26,Timing / Postponed,Outbound - SDR,2025-04-26,2025-04-26 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1469,Noord Clinics - DevOps & Platform Engineering,ACC-10062,Noord Clinics S.A.,Tomá? Novák,Cloud & Infrastructure,DevOps & Platform Engineering,Solution Design,70,117400,PLN,2025-02-10,2025-05-29,,,Inbound - Website,2025-06-26,2025-06-22 00:30:05,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1465,Borealis Networks - Cloud Migration,ACC-10666,Borealis Networks AG,Lukas Schneider,Cloud & Infrastructure,Cloud Migration,Closed Lost,0,487500,EUR,2025-02-09,2025-05-10,2025-04-17,,Existing Customer (Upsell),17/04/2025,2025-04-17 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1443,Pionier Connect - Cloud Migration,ACC-10149,Pionier Connect B.V.,Pieter Janssens,Cloud & Infrastructure,Cloud Migration,Closed Lost,0,224000,EUR,2025-02-06,2025-05-31,2025-02-19,No Budget,Inbound - Website,2025-02-19,2025-02-19 22:46:25,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1544,Vistula Industries - Application Support,ACC-10406,Vistula Industries SA,Camille Bernard,ERP & Business Apps,Application Support,Closed Lost,0%,378000,EUR,2025-02-25,2025-07-31,2025-03-08,no budget,Event / Webinar,2025-03-08,2025-03-08 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1445,Oakridge Medical - Identity & Access Management,ACC-10310,Oakridge Medical N.V.,S. Andersson,Cybersecurity,Identity & Access Management,closed won,100,93000,EUR,2025-02-06,2025-06-28,2025-10-31,,Outbound - SDR,2025-10-31,2025-10-31 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1513,Kestrel Pharma - AI & GenAI Solutions,ACC-10642,Kestrel Pharma N.V.,Emma de Vries,Data & AI,AI & GenAI Solutions,Closed Won,100,99000,EUR,2025-02-18,2025-05-25,2025-08-22,,Outbound - SDR,2025-08-22,2025-08-22 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1530,Polaris Consumer - DevOps & Platform Engineering,ACC-10237,Polaris Consumer GmbH,Lukas Schneider,CLOUD,DevOps & Platform Engineering,closed lost,0,528500,EUR,2025-02-20,2025-06-22,2025-04-03,No fit,Existing Customer (Upsell),2025-04-03,2025-04-03 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1434,Jadeport Foods - AI & GenAI Solutions,ACC-10157,Jadeport Foods plc,Ethan Clarke,Data & AI,AI & GenAI Solutions,closed won,100%,59200,GBP,2025-02-03,2025-05-04,2025-04-28,,Existing Customer (Upsell),2025-04-28,2025-04-28 20:20:13,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1537,Vistula Consumer - Identity & Access Management,ACC-10299,Vistula Consumer plc,Tom Barker,Cyber Security,Identity & Access Management,Won,100%,166700.00,GBP,2025-02-23,2025-06-24,2025-04-23,,Website,2025-04-23,2025-04-23 19:25:18,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1466,Meridian Institute - Managed SOC,ACC-10011,Meridian Institute SAS,David Moreau,Cybersecurity,Managed SOC,Closed Won,100,122500,?,2025-02-09,2025-06-30,2025-12-19,,Hyperscaler Co-sell,2025-12-19,2025-12-19 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1456,Corvina Brands - Application Support,ACC-10475,Corvina Brands AG,"Hoffmann, Julia",ERP,Application Support,Won,100,105000,EUR,2025-02-08,2025-06-01,2025-05-13,,Website,2025-05-13,2025-05-13 20:20:44,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1546,Arcadia Renewables - Cloud Migration,ACC-10625,Arcadia Renewables SA,C. Martin,Cloud & Infrastructure,Cloud Migration,Lost,0,"137,500.00",EUR,2025-02-26,2025-08-13,2025-04-16,No Decision / Stalled,Inbound - Website,2025-04-16,2025-04-16 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1545,Nordwind Logistics - Cloud Migration,ACC-10512,Nordwind Logistics AG,Lukas Schneider,Cloud & Infrastructure,Cloud Migration,Closed Lost,0,49000.00,EUR,2025-02-26,2025-05-09,2025-04-09,No decision,Website,2025-04-09,2025-04-09 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1536,Isola Freight - Application Support,ACC-10017,Isola Freight AG,Julia Hoffmann,ERP,Application Support,closed lost,0,172000,EUR,2025-02-23,2025-07-08,2025-07-06,Too expensive,Event / Webinar,2025-07-06,2025-07-06 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1471,Noord Precision - Data Platform Modernisation,ACC-10293,Noord Precision SA,Anna Müller,DATA & AI,Data Platform Modernisation,Closed Won,100,161400,CHF,2025-02-10,2025-04-30,2025-09-28,,Outbound - SDR,2025-09-28,2025-09-28 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1529,Novara Power - Analytics & BI,ACC-10246,Novara Power NV,Emma de Vries,Data & AI,Analytics & BI,5 - Closed Won,100,81500,EUR,2025-02-20,2025-05-26,2025-04-11,,Referral,2025-04-11,2025-04-11 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1523,Baltica Brands - AI & GenAI Solutions,ACC-10384,Baltica Brands Ltd,Niamh Walsh,Data & AI,AI & GenAI Solutions,closed lost,0%,89400,GBP,2025-02-19,2025-05-01,2025-03-02,No decision,Website,2025-03-02,2025-03-02 21:02:01,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1525,Kestrel Medical - Analytics & BI,ACC-10210,Kestrel Medical SA,Emma de Vries,Data & AI,Analytics & BI,Closed Lost,0%,75 500,EUR,2025-02-20,09/06/2025,2025-05-27,Not a Fit,Outbound - SDR,2025-05-27,2025-05-27 19:50:19,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1476,Isola Mobility - Data Platform Modernisation,ACC-10066,Isola Mobility B.V.,Emma de Vries,Data & AI,Data Platform Modernisation,Closed Lost,0,190500,?,2025-02-11,2025-06-12,2025-04-05,,Partner Referral,2025-04-05,2025-04-05 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1448,Falkner Municipal Services - Security Assessment,ACC-10529,Falkner Municipal Services SA,Sara Andersson,Cybersecurity,Security Assessment,Contracting,95,69000,EUR,2025-02-07,2025-07-03,,,Event / Webinar,2025-07-15,2025-07-11 23:18:19,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1490,Helvetia Brands - Salesforce Implementation,ACC-10198,HELVETIA BRANDS SA,Camille Bernard,ERP & Apps,Salesforce Implementation,Closed Lost,0%,218500,EUR,2025-02-13,2025-05-26,2025-05-22,lost to competitor,Outbound,2025-05-22,2025-05-22 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1521,Bergmann Industries - Managed SOC,ACC-10168,Bergmann Industries S.A.,Jan Kowalski,Cybersecurity,Managed SOC,5 - Closed Won,100,"3,533,300.00",PLN,2025-02-19,2025-05-16,2026-04-02,,Upsell,2026-04-02,2026-04-02 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1543,Borealis Automotive - Salesforce Implementation,ACC-10115,Borealis Automotive AG,Julia Hoffmann,ERP & Business Apps,Salesforce Implementation,Closed Won,100,81700,CHF,2025-02-25,2025-07-01,2025-07-29,,Partner Referral,2025-07-29,2025-07-29 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1520,Cygnus Consumer - Identity & Access Management,ACC-10451,Cygnus Consumer N.V.,Sara Andersson,Cybersecurity,Identity & Access Management,Closed Lost,0%,128000,?,2025-02-19,2025-05-24,2025-03-23,no budget,Partner Referral,2025-03-23,2025-03-23 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1533,Ysolde Renewables - Data Platform Modernisation,ACC-10102,Ysolde Renewables Oyj,Mikael Lindqvist,Data & AI,Data Platform Modernisation,Closed Lost,0,643000,EUR,2025-02-22,2025-07-20,20/03/2025,Not a Fit,Partner Referral,2025-03-20,2025-03-20 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1463,Nordwind Components - SAP S/4HANA Implementation,ACC-10474,NORDWIND COMPONENTS SA,Julia Hoffmann,ERP & Business Apps,SAP S/4HANA Implementation,closed lost,0,327300,CHF,2025-02-09,2025-06-16,2025-04-04,No Decision / Stalled,Inbound - Website,2025-04-04,2025-04-04 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1478,Alpenkraft Industries - Data Platform Modernisation,ACC-10484,Alpenkraft Industries Ltd,niamh walsh,Data & AI,Data Platform Modernisation,Closed Lost,0,"£71,400",GBP,2025-02-12,2025-07-10,2025-02-18,No Decision / Stalled,Outbound - SDR,2025-02-18,2025-02-18 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1486,Pionier Brands - Analytics & BI,ACC-10586,Pionier Brands S.A.,Marco Rossi,Data & AI,Analytics & BI,Lost,0,169500,EUR,2025-02-12,2025-07-16,2025-08-30,No Decision / Stalled,Upsell,2025-08-30,2025-08-30 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1515,Nordwind Pharma - Cloud Migration,ACC-10504,Nordwind Pharma SA,Chloé Martin,Cloud & Infrastructure,Cloud Migration,Closed Won,100,256500,EUR,2025-02-18,2025-09-07,2025-07-19,,Event / Webinar,2025-07-19,2025-07-19 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1488,Umbria Connect - Managed Cloud Services,ACC-10340,Umbria Connect plc,oliver hughes,Cloud & Infrastructure,Managed Cloud Services,5 - Closed Won,100,406100.00,GBP,2025-02-13,2025-07-03,2025-08-01,,Website,2025-08-01,2025-08-01 23:49:08,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1455,Aurora Broadcast - Cloud Migration,ACC-10259,Aurora Broadcast S.L.,Mateo López,Cloud & Infrastructure,Cloud Migration,Closed Lost,0%,1413000,EUR,2025-02-07,2025-07-07,2025-03-24,No Decision / Stalled,Referral,2025-03-24,2025-03-24 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1524,Cygnus Bank - Analytics & BI,ACC-10648,Cygnus Bank Ltd,Ethan Clarke,DATA & AI,Analytics & BI,closed lost,0,22700,GBP,2025-02-19,2025-08-31,2025-03-29,No Budget,Partner Referral,2025-03-29,2025-03-29 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1432,Olympia Power - Managed Cloud Services,ACC-10132,Olympia Power AG,Lukas Schneider,Cloud & Infra,Managed Cloud Services,Closed Won,100%,141000,EUR,2025-02-02,2025-08-17,2025-03-16,,Inbound - Website,2025-03-16,2025-03-16 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1492,Saxon Pharma - Analytics & BI,ACC-10221,Saxon Pharma SA,Emma de Vries,Data&AI,Analytics & BI,Closed Lost,0,"26,500.00",EUR,2025-02-14,2025-05-02,2025-03-13,Not qualified,Outbound - SDR,2025-03-13,2025-03-13 20:36:32,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1514,Atlas Industries - Analytics & BI,ACC-10139,Atlas Industries AB,Mikael Lindqvist,DATA & AI,Analytics & BI,Closed Won,100,4191200,SEK,2025-02-18,2025-05-07,2025-08-07,,Existing Customer (Upsell),2025-08-07,2025-08-07 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1508,Delta Authority - AI & GenAI Solutions,ACC-10680,Delta Authority plc,Ethan Clarke,Data & AI,AI & GenAI Solutions,closed lost,0,201200,GBP,2025-02-17,2025-08-19,2025-04-08,no budget,Referral,2025-04-08,2025-04-08 18:39:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1551,Gallway Renewables - Managed Cloud Services,ACC-10678,Gallway Renewables B.V.,Pieter Janssens,Cloud and Infrastructure,Managed Cloud Services,Closed Won,100%,274000,EUR,2025-02-27,2025-06-08,2025-05-20,,Event / Webinar,2025-05-20,2025-05-20 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1541,Lusitania Finance - Salesforce Implementation,ACC-10109,Lusitania Finance GmbH,Julia Hoffmann,ERP & Apps,Salesforce Implementation,Closed Lost,0,103500,EUR,2025-02-24,31/07/2025,2025-05-26,Scope Reduced / In-house,Website,2025-05-26,2025-05-26 20:49:07,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1548,Pionier Automotive - Cloud Migration,ACC-10194,Pionier Automotive SE,Lukas Schneider,Cloud & Infra,Cloud Migration,Lost,0,"?173,000",EUR,2025-02-27,2025-04-04,2025-05-07,Not a Fit,Partner Referral,2025-05-07,2025-05-07 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1494,Orion Authority - Managed SOC,ACC-10576,Orion Authority S.A.,Isabel Ferreira,Cybersecurity,Managed SOC,Won,100%,801000,EUR,2025-02-14,2025-08-01,2025-09-19,,Hyperscaler Co-sell,2025-09-19,2025-09-19 21:22:18,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1547,Vistula Utilities - Analytics & BI,ACC-10699,Vistula Utilities Ltd,Ethan Clarke,Data & AI,Analytics & BI,Closed Lost,0%,25200,GBP,2025-02-26,2025-07-11,2025-03-28,Not a Fit,Partner Referral,2025-03-28,2025-03-28 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1509,Westbrook Consumer - Application Support,ACC-10422,Westbrook Consumer SE,"Hoffmann, Julia",ERP & Business Apps,Application Support,closed lost,,89500.00,EUR,2025-02-17,2025-07-04,2025-04-02,Not a Fit,Referral,2025-04-02,2025-04-02 17:12:10,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1428,Quadra Retail - Managed Cloud Services,ACC-10503,Quadra Retail SAS,Chloé Martin,CLOUD,Managed Cloud Services,Closed Won,100,152500,EUR,2025-02-02,2025-03-29,2025-05-01,,Event / Webinar,2025-05-01,2025-05-01 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1439,Tamsin Stores - Security Assessment,ACC-10664,Tamsin Stores S.r.l.,Isabel Ferreira,Cyber Security,Security Assessment,Closed Lost,0,52 000,EUR,2025-02-05,2025-05-20,2025-08-27,No Decision / Stalled,Referral,2025-08-27,2025-08-27 23:23:15,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1446,Atlas Bank - AI & GenAI Solutions,ACC-10577,Atlas Bank SAS,"Laurent, Hugo",Data & AI,AI & GenAI Solutions,closed lost,0,100000,EUR,2025-02-06,2025-07-20,2025-04-19,No Budget,Inbound - Website,2025-04-19,2025-04-19 17:00:00,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1436,Quadra Retail - Identity & Access Management,ACC-10503,Quadra Retail SAS,David Moreau,Cyber Security,Identity & Access Management,Lost,0%,"58,000.00",EUR,2025-02-04,2025-03-21,2025-02-19,Not a Fit,Event / Webinar,2025-02-19,2025-02-19 19:22:18,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1461,Estrella Precision - Managed SOC,ACC-10507,Estrella Precision SAS,David Moreau,Cybersecurity,Managed SOC,Closed Lost,0,169500,EUR,08/02/2025,2025-06-12,2025-03-23,Budget,Existing Customer (Upsell),2025-03-23,2025-03-23 23:58:26,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1485,Castellan Medical - Analytics & BI,ACC-10572,Castellan Medical Sp. z o.o.,Katarzyna Nowak,Data & AI,Analytics & BI,Closed Won,100,"PLN 218,800",PLN,2025-02-12,2025-07-11,21/05/2025,,Outbound - SDR,2025-05-21,2025-05-21 22:50:21,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
OPP-1496,Kronberg Connect - Cloud Migration,ACC-10689,Kronberg Connect Ltd,Oliver Hughes,Cloud & Infrastructure,Cloud Migration,Lost,0,485500,GBP,2025-02-14,2025-06-07,2025-06-01,No Budget,Inbound - Website,2025-06-01,2025-06-01 23:09:38,opps_2025_02,,,,,,,,,,,,,,,,,,,v1
